smca,red,nombre_estacion,clave_estacion,nombre_contaminante,clave_contaminante,fecha,hora,valor,unidades,,Promedios mensuales y anual del Monoxido De Carbono,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Monoxido de carbono,CO,05/07/2022,7,0.76,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Monoxido de carbono,CO,05/07/2022,8,0.68,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Monoxido de carbono,CO,05/07/2022,9,0.51,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Monoxido de carbono,CO,05/07/2022,10,0.29,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Monoxido de carbono,CO,05/07/2022,11,0.3,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Monoxido de carbono,CO,05/07/2022,12,0.37,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Monoxido de carbono,CO,05/07/2022,13,0.36,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Monoxido de carbono,CO,05/07/2022,14,0.39,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Monoxido de carbono,CO,05/07/2022,15,0.43,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Monoxido de carbono,CO,05/07/2022,16,0.42,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Monoxido de carbono,CO,05/07/2022,17,0.36,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Monoxido de carbono,CO,05/07/2022,18,0.52,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Monoxido de carbono,CO,05/07/2022,19,0.44,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Monoxido de carbono,CO,05/07/2022,20,0.42,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Monoxido de carbono,CO,05/07/2022,21,0.41,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Monoxido de carbono,CO,05/07/2022,22,0.45,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Monoxido de carbono,CO,05/07/2022,23,0.5,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Monoxido de carbono,CO,06/07/2022,0,0.26,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Monoxido de carbono,CO,06/07/2022,1,0.21,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Monoxido de carbono,CO,06/07/2022,2,0.21,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Monoxido de carbono,CO,06/07/2022,3,0.18,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Monoxido de carbono,CO,06/07/2022,4,0.19,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Monoxido de carbono,CO,06/07/2022,5,0.22,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Monoxido de carbono,CO,06/07/2022,6,0.37,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Monoxido de carbono,CO,06/07/2022,7,0.48,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Monoxido de carbono,CO,06/07/2022,8,0.57,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Monoxido de carbono,CO,06/07/2022,9,0.31,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Monoxido de carbono,CO,06/07/2022,10,0.31,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Monoxido de carbono,CO,06/07/2022,11,0.25,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Monoxido de carbono,CO,06/07/2022,12,0.32,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Monoxido de carbono,CO,06/07/2022,16,0.32,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Monoxido de carbono,CO,06/07/2022,17,0.44,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Monoxido de carbono,CO,06/07/2022,18,0.41,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Monoxido de carbono,CO,06/07/2022,19,0.38,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Monoxido de carbono,CO,06/07/2022,20,0.44,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Monoxido de carbono,CO,06/07/2022,21,0.26,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Monoxido de carbono,CO,06/07/2022,22,0.23,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Monoxido de carbono,CO,06/07/2022,23,0.22,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Monoxido de carbono,CO,07/07/2022,0,0.19,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Monoxido de carbono,CO,07/07/2022,1,0.19,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Monoxido de carbono,CO,07/07/2022,2,0.17,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Monoxido de carbono,CO,07/07/2022,3,0.25,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Monoxido de carbono,CO,07/07/2022,4,0.23,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Monoxido de carbono,CO,07/07/2022,5,0.32,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Monoxido de carbono,CO,07/07/2022,6,0.49,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Monoxido de carbono,CO,07/07/2022,7,0.49,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Monoxido de carbono,CO,07/07/2022,8,0.39,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Monoxido de carbono,CO,07/07/2022,9,0.23,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Monoxido de carbono,CO,07/07/2022,10,0.24,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Monoxido de carbono,CO,07/07/2022,11,0.42,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Monoxido de carbono,CO,07/07/2022,12,0.37,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Monoxido de carbono,CO,07/07/2022,13,0.47,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Monoxido de carbono,CO,07/07/2022,14,0.41,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Monoxido de carbono,CO,07/07/2022,15,0.3,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Monoxido de carbono,CO,07/07/2022,16,0.32,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Monoxido de carbono,CO,07/07/2022,17,0.38,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Monoxido de carbono,CO,07/07/2022,18,0.38,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Monoxido de carbono,CO,07/07/2022,19,0.38,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Monoxido de carbono,CO,07/07/2022,20,0.37,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Monoxido de carbono,CO,07/07/2022,21,0.3,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Monoxido de carbono,CO,07/07/2022,22,0.23,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Monoxido de carbono,CO,07/07/2022,23,0.13,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Monoxido de carbono,CO,08/07/2022,0,0.13,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Monoxido de carbono,CO,08/07/2022,1,0.17,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Monoxido de carbono,CO,08/07/2022,2,0.17,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Monoxido de carbono,CO,08/07/2022,3,0.12,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Monoxido de carbono,CO,08/07/2022,4,0.14,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Monoxido de carbono,CO,08/07/2022,5,0.24,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Monoxido de carbono,CO,08/07/2022,6,0.52,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Monoxido de carbono,CO,08/07/2022,7,0.7,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Monoxido de carbono,CO,08/07/2022,8,0.78,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Monoxido de carbono,CO,08/07/2022,9,0.38,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Monoxido de carbono,CO,08/07/2022,10,0.23,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Monoxido de carbono,CO,08/07/2022,11,0.22,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Monoxido de carbono,CO,08/07/2022,12,0.23,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Monoxido de carbono,CO,08/07/2022,13,0.24,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Monoxido de carbono,CO,08/07/2022,14,0.32,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Monoxido de carbono,CO,08/07/2022,15,0.41,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Monoxido de carbono,CO,08/07/2022,16,0.37,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Monoxido de carbono,CO,08/07/2022,17,0.51,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Monoxido de carbono,CO,08/07/2022,18,0.69,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Monoxido de carbono,CO,08/07/2022,19,0.49,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Monoxido de carbono,CO,08/07/2022,20,0.41,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Monoxido de carbono,CO,08/07/2022,21,0.24,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Monoxido de carbono,CO,08/07/2022,22,0.27,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Monoxido de carbono,CO,08/07/2022,23,0.54,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Monoxido de carbono,CO,09/07/2022,0,0.56,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Monoxido de carbono,CO,09/07/2022,1,0.32,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Monoxido de carbono,CO,09/07/2022,2,0.44,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Monoxido de carbono,CO,09/07/2022,3,0.34,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Monoxido de carbono,CO,09/07/2022,4,0.29,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Monoxido de carbono,CO,09/07/2022,5,0.3,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Monoxido de carbono,CO,09/07/2022,6,0.76,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Monoxido de carbono,CO,09/07/2022,7,0.55,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Monoxido de carbono,CO,09/07/2022,8,0.62,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Monoxido de carbono,CO,09/07/2022,9,0.34,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Monoxido de carbono,CO,09/07/2022,10,0.23,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Monoxido de carbono,CO,09/07/2022,11,0.24,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Monoxido de carbono,CO,09/07/2022,12,0.32,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Monoxido de carbono,CO,09/07/2022,13,0.37,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Monoxido de carbono,CO,09/07/2022,14,0.41,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Monoxido de carbono,CO,09/07/2022,15,0.36,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Monoxido de carbono,CO,09/07/2022,16,0.31,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Monoxido de carbono,CO,09/07/2022,17,0.27,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Monoxido de carbono,CO,09/07/2022,18,0.3,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Monoxido de carbono,CO,09/07/2022,19,0.26,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Monoxido de carbono,CO,09/07/2022,20,0.29,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Monoxido de carbono,CO,09/07/2022,21,0.31,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Monoxido de carbono,CO,09/07/2022,22,0.2,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Monoxido de carbono,CO,09/07/2022,23,0.17,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Monoxido de carbono,CO,10/07/2022,0,0.25,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Monoxido de carbono,CO,10/07/2022,1,0.22,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Monoxido de carbono,CO,10/07/2022,2,0.21,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Monoxido de carbono,CO,10/07/2022,3,0.21,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Monoxido de carbono,CO,10/07/2022,4,0.21,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Monoxido de carbono,CO,10/07/2022,5,0.27,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Monoxido de carbono,CO,10/07/2022,6,0.39,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Monoxido de carbono,CO,10/07/2022,7,0.39,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Monoxido de carbono,CO,10/07/2022,8,0.25,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Monoxido de carbono,CO,10/07/2022,9,0.19,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Monoxido de carbono,CO,10/07/2022,10,0.17,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Monoxido de carbono,CO,10/07/2022,11,0.21,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Monoxido de carbono,CO,10/07/2022,12,0.27,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Monoxido de carbono,CO,10/07/2022,13,0.29,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Monoxido de carbono,CO,10/07/2022,14,0.29,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Monoxido de carbono,CO,10/07/2022,15,0.25,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Monoxido de carbono,CO,10/07/2022,16,0.23,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Monoxido de carbono,CO,10/07/2022,17,0.22,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Monoxido de carbono,CO,10/07/2022,18,0.22,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Monoxido de carbono,CO,10/07/2022,19,0.23,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Monoxido de carbono,CO,10/07/2022,20,0.26,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Monoxido de carbono,CO,10/07/2022,21,0.24,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Monoxido de carbono,CO,10/07/2022,22,0.19,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Monoxido de carbono,CO,11/07/2022,1,0.1,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Monoxido de carbono,CO,11/07/2022,2,0.1,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Monoxido de carbono,CO,11/07/2022,3,0.12,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Monoxido de carbono,CO,11/07/2022,4,0.14,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Monoxido de carbono,CO,11/07/2022,5,0.22,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Monoxido de carbono,CO,11/07/2022,6,0.24,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Monoxido de carbono,CO,11/07/2022,7,0.47,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Monoxido de carbono,CO,11/07/2022,8,0.37,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Monoxido de carbono,CO,11/07/2022,9,0.27,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Monoxido de carbono,CO,11/07/2022,10,0.2,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Monoxido de carbono,CO,11/07/2022,11,0.16,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Monoxido de carbono,CO,11/07/2022,12,0.22,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Monoxido de carbono,CO,11/07/2022,13,0.14,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Monoxido de carbono,CO,11/07/2022,14,0.2,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Monoxido de carbono,CO,11/07/2022,15,0.25,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Monoxido de carbono,CO,11/07/2022,16,0.27,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Monoxido de carbono,CO,11/07/2022,17,0.26,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Monoxido de carbono,CO,11/07/2022,18,0.29,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Monoxido de carbono,CO,11/07/2022,19,0.36,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Monoxido de carbono,CO,11/07/2022,20,0.25,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Monoxido de carbono,CO,11/07/2022,21,0.16,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Monoxido de carbono,CO,11/07/2022,22,0.16,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Monoxido de carbono,CO,11/07/2022,23,0.13,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Monoxido de carbono,CO,12/07/2022,0,0.17,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Monoxido de carbono,CO,12/07/2022,1,0.2,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Monoxido de carbono,CO,12/07/2022,2,0.12,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Monoxido de carbono,CO,12/07/2022,3,0.16,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Monoxido de carbono,CO,12/07/2022,4,0.23,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Monoxido de carbono,CO,12/07/2022,5,0.2,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Monoxido de carbono,CO,12/07/2022,6,0.37,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Monoxido de carbono,CO,12/07/2022,7,0.45,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Monoxido de carbono,CO,12/07/2022,8,0.34,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Monoxido de carbono,CO,12/07/2022,9,0.26,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Monoxido de carbono,CO,12/07/2022,10,0.16,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Monoxido de carbono,CO,12/07/2022,11,0.19,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Monoxido de carbono,CO,12/07/2022,12,0.29,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Monoxido de carbono,CO,12/07/2022,13,0.26,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Monoxido de carbono,CO,12/07/2022,14,0.22,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Monoxido de carbono,CO,12/07/2022,15,0.21,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Monoxido de carbono,CO,12/07/2022,16,0.21,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Monoxido de carbono,CO,12/07/2022,17,0.26,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Monoxido de carbono,CO,12/07/2022,18,0.32,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Monoxido de carbono,CO,12/07/2022,19,0.33,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Monoxido de carbono,CO,12/07/2022,20,0.23,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Monoxido de carbono,CO,12/07/2022,21,0.26,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Monoxido de carbono,CO,12/07/2022,22,0.23,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Monoxido de carbono,CO,12/07/2022,23,0.17,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Monoxido de carbono,CO,13/07/2022,0,0.08,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Monoxido de carbono,CO,13/07/2022,1,0.09,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Monoxido de carbono,CO,13/07/2022,2,0.11,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Monoxido de carbono,CO,13/07/2022,3,0.12,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Monoxido de carbono,CO,13/07/2022,4,0.11,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Monoxido de carbono,CO,13/07/2022,5,0.1,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Monoxido de carbono,CO,13/07/2022,6,0.27,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Monoxido de carbono,CO,13/07/2022,7,0.42,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Monoxido de carbono,CO,13/07/2022,8,0.5,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Monoxido de carbono,CO,13/07/2022,9,0.36,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Monoxido de carbono,CO,13/07/2022,10,0.43,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Monoxido de carbono,CO,13/07/2022,11,0.26,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Monoxido de carbono,CO,13/07/2022,12,0.17,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Monoxido de carbono,CO,13/07/2022,13,0.24,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Monoxido de carbono,CO,13/07/2022,14,0.18,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Monoxido de carbono,CO,13/07/2022,15,0.19,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Monoxido de carbono,CO,13/07/2022,16,0.33,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Monoxido de carbono,CO,13/07/2022,17,0.28,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Monoxido de carbono,CO,13/07/2022,18,0.2,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Monoxido de carbono,CO,13/07/2022,19,0.3,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Monoxido de carbono,CO,13/07/2022,20,0.24,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Monoxido de carbono,CO,13/07/2022,21,0.2,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Monoxido de carbono,CO,13/07/2022,22,0.14,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Monoxido de carbono,CO,13/07/2022,23,0.11,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Monoxido de carbono,CO,14/07/2022,0,0.12,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Monoxido de carbono,CO,14/07/2022,1,0.09,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Monoxido de carbono,CO,14/07/2022,2,0.12,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Monoxido de carbono,CO,14/07/2022,3,0.08,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Monoxido de carbono,CO,14/07/2022,4,0.11,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Monoxido de carbono,CO,14/07/2022,5,0.24,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Monoxido de carbono,CO,14/07/2022,6,0.34,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Monoxido de carbono,CO,14/07/2022,7,0.47,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Monoxido de carbono,CO,14/07/2022,8,0.37,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Monoxido de carbono,CO,14/07/2022,9,0.2,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Monoxido de carbono,CO,14/07/2022,10,0.18,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Monoxido de carbono,CO,14/07/2022,11,0.13,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Monoxido de carbono,CO,14/07/2022,12,0.17,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Monoxido de carbono,CO,14/07/2022,13,0.2,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Monoxido de carbono,CO,14/07/2022,14,0.22,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Monoxido de carbono,CO,14/07/2022,15,0.2,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Monoxido de carbono,CO,14/07/2022,16,0.21,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Monoxido de carbono,CO,14/07/2022,17,0.22,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Monoxido de carbono,CO,14/07/2022,18,0.29,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Monoxido de carbono,CO,14/07/2022,19,0.33,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Monoxido de carbono,CO,14/07/2022,20,0.46,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Monoxido de carbono,CO,14/07/2022,21,0.28,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Monoxido de carbono,CO,14/07/2022,22,0.25,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Monoxido de carbono,CO,14/07/2022,23,0.15,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Monoxido de carbono,CO,15/07/2022,0,0.11,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Monoxido de carbono,CO,15/07/2022,1,0.11,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Monoxido de carbono,CO,15/07/2022,4,0.08,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Monoxido de carbono,CO,15/07/2022,5,0.17,ppm,,,
